AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,LANTITUDE,LONGTUDE,DESC,SOURCE,PRECISION,URL,FORM,TYPE,SCHOOL,TIMELINE,Genre
Gustave Courbet,(b. 1819  Ornans  d. 1877  La Tour-de-Peilz),The Studio of the Painter (detail),1855,Oil on canvas,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/c/courbet/1/courb1111.jpg,painting,genre,French,1851-1900,Realism
Alfred Stevens,(b. 1823  Bruxelles  d. 1906  Paris),What Is Known as Vagrancy,1855,Oil on canvas  132 x 162 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/s/steven_b/vagrancy.jpg,painting,genre,English,1851-1900,Realism
Edgar Degas,(b. 1834  Paris  d. 1917  Paris),Self-Portrait,1855,Oil on paper  81 x 65 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/d/degas/1/early10.jpg,painting,portrait,French,1851-1900,Impressionism
Edgar Degas,(b. 1834  Paris  d. 1917  Paris),Hilaire de Gas,1857,Oil on canvas  53 x 41 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/d/degas/1/early11.jpg,painting,portrait,French,1851-1900,Impressionism
Jules Breton,(b. 1827  Courrières  d. 1906  Paris),Calling in the Gleaners,1859,Oil on canvas  90 x 176 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/b/breton/gleaners.jpg,painting,genre,French,1851-1900,Realism
Jules Breton,(b. 1827  Courrières  d. 1906  Paris),Calling in the Gleaners (detail),1859,Oil on canvas,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/b/breton/gleanerx.jpg,painting,genre,French,1851-1900,Realism
Edouard Manet,(b. 1832  Paris  d. 1883  Paris),Portrait of Monsieur and Madame Auguste Manet,1860,Oil on canvas  112 x 91 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/manet/1/1early03.jpg,painting,portrait,French,1851-1900,Impressionism
 Carolus-Duran,(b. 1837  Lille  d. 1917  Paris),The Convalescent or The Casualty,1860,Oil on canvas  99 x 125 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/c/carolus/casualty.jpg,painting,other,French,1851-1900,Realism
Edgar Degas,(b. 1834  Paris  d. 1917  Paris),Semiramis Building Babylon,1861,Oil on canvas  151 x 258 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/d/degas/1/early03.jpg,painting,historical,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),Corner of the Studio,1861,Oil on canvas  182 x 127 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/monet/01/early01.jpg,painting,genre,French,1851-1900,Impressionism
Edgar Degas,(b. 1834  Paris  d. 1917  Paris),Gentlemen's Race. Before the Start,1862,Oil on canvas  49 x 62 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/d/degas/1/early08.jpg,painting,other,French,1851-1900,Impressionism
Edouard Manet,(b. 1832  Paris  d. 1883  Paris),Lola de Valence,1862,Oil on canvas  123 x 92 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/manet/1/2spanis2.jpg,painting,portrait,French,1851-1900,Impressionism
Edouard Manet,(b. 1832  Paris  d. 1883  Paris),Lola de Valence (detail),1862,Oil on canvas,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/manet/1/2spanis3.jpg,painting,portrait,French,1851-1900,Impressionism
Edouard Manet,(b. 1832  Paris  d. 1883  Paris),Olympia,1863,Oil on canvas  131 x 190 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/manet/1/4olympi1.jpg,painting,portrait,French,1851-1900,Impressionism
Edouard Manet,(b. 1832  Paris  d. 1883  Paris),Olympia (detail),1863,Oil on canvas,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/manet/1/4olympi2.jpg,painting,portrait,French,1851-1900,Impressionism
Edouard Manet,(b. 1832  Paris  d. 1883  Paris),Luncheon on the Grass (Le Déjeuner sur l'herbe),1863,Oil on canvas  208 x 265 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/manet/1/5dejeun1.jpg,painting,genre,French,1851-1900,Impressionism
Edouard Manet,(b. 1832  Paris  d. 1883  Paris),Luncheon on the Grass (detail),1863,Oil on canvas,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/manet/1/5dejeun2.jpg,painting,genre,French,1851-1900,Impressionism
Alexandre Cabanel,(b. 1823  Montpellier  d. 1889  Paris),The Birth of Venus,1863,Oil on canvas  130 x 225 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/c/cabanel/b_venus.jpg,painting,mythological,French,1851-1900,Realism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),Farm in Normandy,1863,Oil on canvas  65 x 80 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/monet/01/early02.jpg,painting,landscape,French,1851-1900,Impressionism
Honoré Daumier,(b. 1808  Marseille  d. 1879  Valmondois),The Washerwoman,1863,Oil on wood  49 x 34 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/d/daumier/06washer.jpg,painting,genre,French,1801-1850,Romanticism
Jean-Frédéric Bazille,(b. 1841  Montpellier  d. 1870  Beaune-la-Rolande),Girl in a Pink Dress,1864,Oil on canvas  147 x 110 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/b/bazille/01pink.jpg,painting,portrait,French,1851-1900,Impressionism
Eugène Boudin,(b. 1824  Honfleur  d. 1898  Deauville),Beach Scene  Trouville,1864,Oil on panel  26 x 48 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/b/boudin/03beach.jpg,painting,landscape,French,1851-1900,Impressionism
Edouard Manet,(b. 1832  Paris  d. 1883  Paris),Vase of Peonies on a Pedestal,1864,Oil on canvas  93 x 70 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/manet/1/6stilli1.jpg,painting,still-life,French,1851-1900,Impressionism
Edouard Manet,(b. 1832  Paris  d. 1883  Paris),Still-Life,1864,Oil on canvas  45 x 74 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/manet/1/6stilli2.jpg,painting,still-life,French,1851-1900,Impressionism
Henri Fantin-Latour,(b. 1836  Grenoble  d. 1904  Orne),Hommage to Delacroix,1864,Oil on canvas  160 x 250 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/f/fantin/group1.jpg,painting,portrait,French,1851-1900,Realism
James Tissot,(b. 1836  Nantes  d. 1902  Château de Buillon),Portrait of Miss L.L. or Girl in a Red Jacket,1864,Oil on canvas  124 x 100 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/t/tissot/miss_ll.jpg,painting,portrait,French,1851-1900,Realism
Jean-Louis-Ernest Meissonier,(b. 1815  Lyon  d. 1891  Paris),The Campaign in France 1814,1864,Oil on wood  52 x 77 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/meissoni/napoleo.jpg,painting,historical,French,1801-1850,Romanticism
Edouard Manet,(b. 1832  Paris  d. 1883  Paris),Branch of White Peonies and Secateurs,1864,Oil on canvas  31 x 47 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/manet/1/6stilli3.jpg,painting,still-life,French,1851-1900,Impressionism
Edgar Degas,(b. 1834  Paris  d. 1917  Paris),The Sufferings of the City of New Orleans,1865,Oil on paper  mounted on canvas  81 x 147 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/d/degas/1/early04.jpg,painting,historical,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),A Cart on the Snowy Road at Honfleur,1865,Oil on canvas  65 x 93 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/monet/01/early06.jpg,painting,landscape,French,1851-1900,Impressionism
Gustave Courbet,(b. 1819  Ornans  d. 1877  La Tour-de-Peilz),The Shaded Stream (or The Puits Noir Stream),1865,Oil on canvas  94 x 135 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/c/courbet/4/courb407.jpg,painting,landscape,French,1851-1900,Realism
Henri Fantin-Latour,(b. 1836  Grenoble  d. 1904  Orne),Still-Life with Flowers and Fruit,1865,Oil on canvas  64 x 57 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/f/fantin/flowers.jpg,painting,still-life,French,1851-1900,Realism
Edgar Degas,(b. 1834  Paris  d. 1917  Paris),Portrait of Thérèse de Gas,1865,Oil on canvas  89 x 67 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/d/degas/1/early12.jpg,painting,portrait,French,1851-1900,Impressionism
Edouard Manet,(b. 1832  Paris  d. 1883  Paris),The Fife-Player,1866,Oil on canvas  160 x 98 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/manet/2/2manet03.jpg,painting,portrait,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),Women in the Garden,1866,Oil on canvas  255 x 205 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/monet/01/early19.jpg,painting,landscape,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),Women in the Garden (detail),1866,Oil on canvas,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/monet/01/early20.jpg,painting,landscape,French,1851-1900,Impressionism
Gustave Courbet,(b. 1819  Ornans  d. 1877  La Tour-de-Peilz),The Origin of the World,1866,Oil on canvas  46 x 55 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/c/courbet/3/courb304.jpg,painting,other,French,1851-1900,Realism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),Garden in Bloom in Sainte-Adresse,1866,Oil on canvas  65 x 54 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/monet/01/early14.jpg,painting,landscape,French,1851-1900,Impressionism
Jean-Frédéric Bazille,(b. 1841  Montpellier  d. 1870  Beaune-la-Rolande),Portrait of Auguste Renoir,1867,Oil on canvas  122 x 107 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/b/bazille/03renoir.jpg,painting,portrait,French,1851-1900,Impressionism
Jean-Frédéric Bazille,(b. 1841  Montpellier  d. 1870  Beaune-la-Rolande),Family Gathering,1867,Oil on canvas  152 x 230 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/b/bazille/05family.jpg,painting,portrait,French,1851-1900,Impressionism
Edgar Degas,(b. 1834  Paris  d. 1917  Paris),Portrait of a Young Woman,1867,Oil on canvas  27 x 22 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/d/degas/1/early18.jpg,painting,portrait,French,1851-1900,Impressionism
Pierre-Auguste Renoir,(b  1841  Limoges  d. 1919  Cagnes-sur-Mer),Frédéric Bazille at His Easel,1867,Oil on canvas  105 x 76 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/r/renoir/1/1renoi05.jpg,painting,portrait,French,1851-1900,Impressionism
Edouard Manet,(b. 1832  Paris  d. 1883  Paris),The Reading,1868,Oil on canvas  61 x 74 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/manet/2/2manet15.jpg,painting,genre,French,1851-1900,Impressionism
Edouard Manet,(b. 1832  Paris  d. 1883  Paris),Émile Zola,1868,Oil on canvas  146 x 114 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/manet/2/2manet16.jpg,painting,portrait,French,1851-1900,Impressionism
Edouard Manet,(b. 1832  Paris  d. 1883  Paris),Émile Zola (detail),1868,Oil on canvas,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/manet/2/2manet17.jpg,painting,portrait,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),Madame Louis Joachim Gaudibert,1868,Oil on canvas  217 x 139 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/monet/02/1vario01.jpg,painting,portrait,French,1851-1900,Impressionism
Gustave Courbet,(b. 1819  Ornans  d. 1877  La Tour-de-Peilz),The Source,1868,Oil on canvas  128 x 97 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/c/courbet/3/courb306.jpg,painting,other,French,1851-1900,Realism
Gustave Courbet,(b. 1819  Ornans  d. 1877  La Tour-de-Peilz),Nude Woman with Dog,1868,Oil on canvas  65 x 81 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/c/courbet/3/courb308.jpg,painting,genre,French,1851-1900,Realism
Eugène Boudin,(b. 1824  Honfleur  d. 1898  Deauville),Bathers on Trouville Beach,1869,Oil on canvas  31 x 48 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/b/boudin/04beach.jpg,painting,landscape,French,1851-1900,Impressionism
Eugène Boudin,(b. 1824  Honfleur  d. 1898  Deauville),The Pier at Deauville,1869,Oil on canvas  24 x 33 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/b/boudin/05pier.jpg,painting,landscape,French,1851-1900,Impressionism
Edgar Degas,(b. 1834  Paris  d. 1917  Paris),Portraits of Lorenzo Pagans and Auguste Degas,1869,Oil on canvas  54 x 39 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/d/degas/1/early24.jpg,painting,portrait,French,1851-1900,Impressionism
Armand Guillaumin,(b. 1841  Paris  d. 1927  Orly),A Path in the Snow,1869,Oil on canvas  66 x 55 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/g/guillau/01guilla.jpg,painting,landscape,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),The Magpie,1869,Oil on canvas  89 x 130 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/monet/02/1vario07.jpg,painting,landscape,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),The Magpie (detail),1869,Oil on canvas,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/monet/02/1vario08.jpg,painting,landscape,French,1851-1900,Impressionism
 Carolus-Duran,(b. 1837  Lille  d. 1917  Paris),The Lady with the Glove,1869,Oil on canvas  228 x 164 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/c/carolus/ladyglov.jpg,painting,portrait,French,1851-1900,Realism
Eugène Fromentin,(b. 1820  La Rochelle  d. 1876  Saint-Maurice),The Land of Thirst,1869,Oil on canvas  103 x 143 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/f/fromenti/the_land.jpg,painting,historical,French,1851-1900,Realism
Jean-Frédéric Bazille,(b. 1841  Montpellier  d. 1870  Beaune-la-Rolande),The Artist's Studio,1870,Oil on canvas  98 x 129 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/b/bazille/10studio.jpg,painting,portrait,French,1851-1900,Impressionism
Jean-Frédéric Bazille,(b. 1841  Montpellier  d. 1870  Beaune-la-Rolande),The Artist's Studio (detail),1870,Oil on canvas,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/b/bazille/10studiox.jpg,painting,portrait,French,1851-1900,Impressionism
Paul Cézanne,(b. 1839  Aix-en-Provence  d. 1906  Aix-en-Provence),Pastorale (Idyll),1870,Oil on canvas  65 x 81 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/c/cezanne/1/11early.jpg,painting,mythological,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),Hôtel des Roches Noires in Trouville,1870,Oil on canvas  81 x 59 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/monet/02/2trouvi2.jpg,painting,landscape,French,1851-1900,Impressionism
Camille Pissarro,(b. 1830  St Thomas  Virgin Islands  d. 1903  Paris),The Mailcoach at Louveciennes,1870,Oil on canvas  26 x 36 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/p/pissarro/camille/1/louvec1.jpg,painting,landscape,French,1851-1900,Impressionism
Pierre-Auguste Renoir,(b  1841  Limoges  d. 1919  Cagnes-sur-Mer),Young Woman with Hat and Veil,1870,Oil on canvas  61 x 51 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/r/renoir/1/1renoi15.jpg,painting,portrait,French,1851-1900,Impressionism
Alfred Sisley,(b. 1839  Paris  d. 1899  Moret-sur-Loing),The Saint-Martin Canal in Paris,1870,Oil on canvas  50 x 65 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/s/sisley/2other/paris3.jpg,painting,landscape,French,1851-1900,Impressionism
Henri Fantin-Latour,(b. 1836  Grenoble  d. 1904  Orne),A Studio in the Batignolles Quarter,1870,Oil on canvas  204 x 274 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/f/fantin/group2.jpg,painting,portrait,French,1851-1900,Realism
Henri Regnault,(b. 1843  Paris  d. 1871  Buzenval),Summary Execution under the Moorish Kings of Granada,1870,Oil on canvas  302 x 146 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/r/regnaul/executio.jpg,painting,historical,French,1851-1900,Romanticism
Edgar Degas,(b. 1834  Paris  d. 1917  Paris),The Orchestra at the Opera,1870,Oil on canvas  57 x 46 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/d/degas/2/1870s_04.jpg,painting,other,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),Camille Monet on the Couch,1871,Oil on canvas  48 x 75 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/monet/02/3variou3.jpg,painting,portrait,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),Zaandam,1871,Oil on canvas  48 x 73 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/monet/02/4zaanda1.jpg,painting,landscape,French,1851-1900,Impressionism
James Abbot McNeill Whistler,(b. 1834  Lowell  d. 1903  London),The Artist's Mother,1871,Oil on canvas  144 x 163 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/w/whistler/artistmo.jpg,painting,portrait,American,1851-1900,Impressionism
James Abbot McNeill Whistler,(b. 1834  Lowell  d. 1903  London),The Artist's Mother (detail),1871,Oil on canvas,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/w/whistler/artistmx.jpg,painting,portrait,American,1851-1900,Impressionism
Edgar Degas,(b. 1834  Paris  d. 1917  Paris),Seated Woman,1872,Oil on canvas  75 x 54 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/d/degas/2/1870s_06.jpg,painting,portrait,French,1851-1900,Impressionism
Edgar Degas,(b. 1834  Paris  d. 1917  Paris),The Foyer of the Opera at Rue Le Peletier,1872,Oil on canvas  32 x 46 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/d/degas/2/1870s_08.jpg,painting,other,French,1851-1900,Impressionism
Armand Guillaumin,(b. 1841  Paris  d. 1927  Orly),Still-Life,1872,Oil on canvas  33 x 46 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/g/guillau/02guilla.jpg,painting,still-life,French,1851-1900,Impressionism
Johan Barthold Jongkind,(b. 1819  Lattrop  d. 1891  La Côte-Saint-André),Rue de l'Abbé-de-l'Épée and the Église Saint-Jacques-du-Haut-Pas in Paris,1872,Oil on canvas  47 x 34 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/j/jongkind/03jongki.jpg,painting,landscape,Dutch,1851-1900,Impressionism
Edouard Manet,(b. 1832  Paris  d. 1883  Paris),Berthe Morisot with a Bunch of Violets,1872,Oil on canvas  55 x 38 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/manet/3/3manet05.jpg,painting,portrait,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),The Plain of Sannois at Argenteuil,1872,Oil on canvas  52 x 72 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/monet/03/argent02.jpg,painting,landscape,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),The Harbour at Argenteuil,1872,Oil on canvas  60 x 81 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/monet/03/argent04.jpg,painting,landscape,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),Regatta at Argenteuil,1872,Oil on canvas  48 x 75 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/monet/03/argent14.jpg,painting,landscape,French,1851-1900,Impressionism
Claude Monet,(b. 1840  Paris  d. 1926  Giverny),Argenteuil,1872,Oil on canvas  49 x 65 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/monet/03/argent16.jpg,painting,landscape,French,1851-1900,Impressionism
Berthe Morisot,(b. 1841  Bourges  d. 1895  Paris),The Cradle,1872,Oil on canvas  56 x 46 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/m/morisot/05moriso.jpg,painting,genre,French,1851-1900,Impressionism
Camille Pissarro,(b. 1830  St Thomas  Virgin Islands  d. 1903  Paris),Entrance to the Village of Voisins le Bretonneux,1872,Oil on canvas  46 x 55 cm,Musée d'Orsay  Paris,48.8605576,2.325556,Musée d'Orsay  Paris  France,Bing Maps,PointOfInterest,http://www.wga.hu/detail/p/pissarro/camille/4/variou3.jpg,painting,landscape,French,1851-1900,Impressionism
